"scenario","method","quantity","n","coverage","bias","rmse","mean_posterior_sd","mean_abs_standardized_bias"
"parent_excitation_sparse","one_step_finite_population","survival_50",10,0.9,0.0015697973325193,0.0102228505910336,0.0119908454442693,0.596366469485341
"parent_excitation_dense","one_step_finite_population_overdispersed","survival_50",10,0.9,-0.000819185900164715,0.00485097365034877,0.00556782290540905,0.668688254118953
"parent_excitation_sparse","one_step_finite_population_overdispersed","survival_50",9,1,0.00121240305293372,0.0117645107405962,0.0133882595107443,0.637777880220762
"parent_excitation_dense","one_step_gamma_poisson","survival_50",10,1,-0.00050551724551115,0.00397334326810854,0.00700020363635569,0.412473846250305
"parent_excitation_sparse","one_step_gamma_poisson","survival_50",10,1,0.00357302346047222,0.0157689281450382,0.0155382781822898,0.719903193737741
"parent_excitation_dense","one_step_finite_population","survival_80",8,1,-0.00052492074828836,0.0039727969827057,0.00509053369055791,0.657925172482048
"parent_excitation_sparse","one_step_finite_population","survival_80",10,1,-0.0033043649937567,0.0156564196964746,0.0221245364147666,0.599902749475725
"parent_excitation_dense","one_step_finite_population_overdispersed","survival_80",10,1,-4.78097354332241e-05,0.00491009945485176,0.00530549355103375,0.763937740658351
"parent_excitation_sparse","one_step_finite_population_overdispersed","survival_80",9,1,-0.00244706516744256,0.016128918527556,0.0219054716666113,0.57967148471672
"parent_excitation_dense","one_step_gamma_poisson","survival_80",10,1,0.00102869929248462,0.00572962797989529,0.0105074362977017,0.481956176108214
"parent_excitation_sparse","one_step_gamma_poisson","survival_80",10,1,-0.00344509317308694,0.0161408706091928,0.0209168123379012,0.696952768079854
