"quantity","truth","posterior_mean","posterior_sd","q025","median","q975","covers_truth","standardized_bias","scenario","replicate","method","group"
"recruit_mean_50",44,44.1730477969329,0.183435908680781,43.8377883572817,44.1816366931483,44.5398287856864,TRUE,0.943369257292379,"parent_excitation_dense",9,"recursive_gamma_poisson","recruit_size"
"recruit_mean_80",44.6,44.6937503848239,0.116870501762627,44.4737280060745,44.6966984390021,44.9218709655057,TRUE,0.802173203759553,"parent_excitation_dense",9,"recursive_gamma_poisson","recruit_size"
"recruit_mean_110",45.2,45.2144529727149,0.0550367546694121,45.1037440833524,45.2147511566773,45.3292650320364,TRUE,0.262605831352145,"parent_excitation_dense",9,"recursive_gamma_poisson","recruit_size"
"recruit_sd.log_recruit_sd",3.5,3.51530983948623,0.0248894753220622,3.46600907854475,3.51546720331007,3.56406355177729,TRUE,0.61511298603632,"parent_excitation_dense",9,"recursive_gamma_poisson","recruit_size"
"lambda",1.03119869581319,1.0315612121548,0.00800868210259904,1.016429835687,1.03158001799134,1.04762578817627,TRUE,0.0452654178261275,"parent_excitation_dense",9,"recursive_gamma_poisson","lambda"
"survival_50",0.354343693774205,0.354710780809478,0.00768598088301984,0.341055131553514,0.354310173703562,0.37005894355447,TRUE,0.0477605969700598,"parent_excitation_dense",9,"one_step_gamma_poisson","survival"
"survival_80",0.589040434058665,0.591710712189178,0.0110298112417262,0.571528061243407,0.591259821917148,0.615217371862666,TRUE,0.242096448614725,"parent_excitation_dense",9,"one_step_gamma_poisson","survival"
"survival_110",0.789181706522253,0.792306761225212,0.0140277714306506,0.766521754236973,0.792445777373232,0.820697134122214,TRUE,0.222776277643891,"parent_excitation_dense",9,"one_step_gamma_poisson","survival"
"growth_increment_50",12,11.8632453178351,0.125365252433124,11.6113330883904,11.8615583214617,12.1045024149865,TRUE,-1.0908499724665,"parent_excitation_dense",9,"one_step_gamma_poisson","growth"
"growth_increment_80",8.4,8.38628245811051,0.0807135182131095,8.23166428410818,8.38869423662974,8.53592908203719,TRUE,-0.169953462482793,"parent_excitation_dense",9,"one_step_gamma_poisson","growth"
"growth_increment_110",4.8,4.90931959838594,0.0853660832947375,4.74348118267167,4.90869452167096,5.06801518157125,TRUE,1.28059756482561,"parent_excitation_dense",9,"one_step_gamma_poisson","growth"
"growth_sd.log_growth_sd",4.5,4.26779900815438,0.0750250199147337,4.13559566167058,4.26784972261234,4.40616435149942,FALSE,-3.09498074255118,"parent_excitation_dense",9,"one_step_gamma_poisson","growth"
"recruitment_50",0.019387103915861,0.0186839668286948,0.00104029752589111,0.0168764511418171,0.0186357972133586,0.0209129927546837,TRUE,-0.675899989826409,"parent_excitation_dense",9,"one_step_gamma_poisson","recruitment"
"recruitment_80",0.183939720585721,0.179215307582052,0.00617595225521904,0.168302109570881,0.179199556212464,0.192336274014336,TRUE,-0.764969159157027,"parent_excitation_dense",9,"one_step_gamma_poisson","recruitment"
"recruitment_110",1.74517147873092,1.7198289064721,0.0266496372444205,1.6703473190821,1.72111408625281,1.77371686826208,TRUE,-0.950953741936019,"parent_excitation_dense",9,"one_step_gamma_poisson","recruitment"
"recruit_mean_50",44,44.243992754347,0.185400287265139,43.8871377550543,44.2364538904956,44.6258137700576,TRUE,1.31603223461038,"parent_excitation_dense",9,"one_step_gamma_poisson","recruit_size"
"recruit_mean_80",44.6,44.7403291246372,0.117898334988752,44.4956518090439,44.7348017909917,44.9811966853439,TRUE,1.19025535560448,"parent_excitation_dense",9,"one_step_gamma_poisson","recruit_size"
"recruit_mean_110",45.2,45.2366654949275,0.0549778910093796,45.1272735697531,45.2360635218916,45.3576015434536,TRUE,0.666913449285314,"parent_excitation_dense",9,"one_step_gamma_poisson","recruit_size"
"recruit_sd.log_recruit_sd",3.5,3.51850511231649,0.0248309496630253,3.47237009139483,3.51639611857664,3.57006288367983,TRUE,0.745243841561286,"parent_excitation_dense",9,"one_step_gamma_poisson","recruit_size"
"lambda",1.03119869581319,1.035901879128,0.0128426686561086,1.01279761898094,1.03533444359861,1.06079555872075,TRUE,0.366215421478287,"parent_excitation_dense",9,"one_step_gamma_poisson","lambda"
"survival_50",0.354343693774205,0.360297653835394,0.00761557178727031,0.344902186353122,0.36004716609915,0.374334527979736,TRUE,0.781813923826662,"parent_excitation_dense",9,"one_step_shared_gamma_poisson","survival"
"survival_80",0.589040434058665,0.592405530707102,0.0126846459772186,0.570574494461859,0.591208181662799,0.619488919792475,TRUE,0.265288968606681,"parent_excitation_dense",9,"one_step_shared_gamma_poisson","survival"
"survival_110",0.789181706522253,0.789220818952558,0.0147990827846749,0.763003066227775,0.787963419674877,0.82186988174008,TRUE,0.00264289556817985,"parent_excitation_dense",9,"one_step_shared_gamma_poisson","survival"
