"quantity","truth","posterior_mean","posterior_sd","q025","median","q975","covers_truth","transitions","prior_regime"
"survival_50",0.354343693774205,0.366792990459687,0.0067220103507091,0.35404076856169,0.366436113404724,0.379852235535855,TRUE,8,"informative_wrong"
"survival_80",0.589040434058665,0.589773814846801,0.00569516489184436,0.578894679943974,0.589633064462457,0.601326951946645,TRUE,8,"informative_wrong"
"survival_110",0.789181706522253,0.781079577607661,0.0056140576485401,0.770015978105331,0.781140819762184,0.791940020162683,TRUE,8,"informative_wrong"
"growth_increment_50",12,11.5294673034636,0.285040318398716,10.9772674898776,11.5305713837512,12.0801782732415,TRUE,8,"informative_wrong"
"growth_increment_80",8.4,8.00463411713119,0.196590136138824,7.6226847981883,8.00238114889866,8.39499083092257,FALSE,8,"informative_wrong"
"growth_increment_110",4.8,4.47980093079873,0.14350798040847,4.20990020147773,4.47598448240769,4.76191449063134,FALSE,8,"informative_wrong"
"growth_sd.log_growth_sd",4.5,4.97832309229236,0.221691993520478,4.54941345870528,4.98516719508085,5.42161792204324,FALSE,8,"informative_wrong"
"recruitment_50",0.019387103915861,0.0280741333428554,0.00404113162922268,0.0213113690680015,0.0278772497140034,0.0367543996424835,FALSE,8,"informative_wrong"
"recruitment_80",0.183939720585721,0.236585729094912,0.0182095755464578,0.204129314985323,0.2363025758146,0.274566026706776,FALSE,8,"informative_wrong"
"recruitment_110",1.74517147873092,2.00288622126203,0.0406669146820368,1.92634674759434,2.00105719704868,2.08273330716453,FALSE,8,"informative_wrong"
"recruit_mean_50",44,43.8350335918482,0.400218868576937,43.0500163563046,43.8401698138501,44.6191348034512,TRUE,8,"informative_wrong"
"recruit_mean_80",44.6,44.5110208041157,0.241662636265355,44.0353630613294,44.5109911156002,44.9856499330838,TRUE,8,"informative_wrong"
"recruit_mean_110",45.2,45.1870080163833,0.093689687939301,45.0038417059926,45.1838632817861,45.3715952436323,TRUE,8,"informative_wrong"
"recruit_sd.log_recruit_sd",3.5,3.76110853567175,0.0429940924959532,3.67361131369972,3.76056914474761,3.84795078466741,FALSE,8,"informative_wrong"
"lambda",1.0294523184952,1.01772640440641,0.00240331148733547,1.01302755864831,1.01770446939821,1.02214896258909,FALSE,8,"informative_wrong"
"survival_50",0.354343693774205,0.357251463518074,0.00527954113528541,0.34804381049436,0.357224421758564,0.368765768025512,TRUE,12,"informative_wrong"
"survival_80",0.589040434058665,0.590149502579273,0.00462087760357796,0.581241298805043,0.590181402043285,0.59910550436415,TRUE,12,"informative_wrong"
"survival_110",0.789181706522253,0.788588640138055,0.00419812688859741,0.78012363191358,0.788863425752007,0.796648838174763,TRUE,12,"informative_wrong"
"growth_increment_50",12,11.4960448967461,0.218254933100664,11.0426152176628,11.498193792755,11.9104750107874,FALSE,12,"informative_wrong"
"growth_increment_80",8.4,8.02541884408474,0.15695241186733,7.6921401831765,8.02432115784856,8.33541095663012,FALSE,12,"informative_wrong"
"growth_increment_110",4.8,4.55479279142344,0.115269123434025,4.33691914733778,4.5567211583726,4.78802033124639,FALSE,12,"informative_wrong"
"growth_sd.log_growth_sd",4.5,4.82751384576972,0.173880294752116,4.47146488426431,4.82788910500473,5.16112382841085,TRUE,12,"informative_wrong"
"recruitment_50",0.019387103915861,0.0286425451559703,0.00316371040591729,0.022674045086559,0.0285124166217413,0.035429512254103,FALSE,12,"informative_wrong"
"recruitment_80",0.183939720585721,0.238303742149122,0.0146037190863784,0.209259074130519,0.238278373587589,0.26707871317665,FALSE,12,"informative_wrong"
"recruitment_110",1.74517147873092,1.9876396827106,0.0368148244158497,1.91459605316702,1.98982363293533,2.05943335750206,FALSE,12,"informative_wrong"
"recruit_mean_50",44,44.0711481064472,0.294441777423704,43.4663306150873,44.0693660449603,44.62083797851,TRUE,12,"informative_wrong"
"recruit_mean_80",44.6,44.6514283991475,0.186247797304777,44.2667408235303,44.649393674279,45.0006682088453,TRUE,12,"informative_wrong"
"recruit_mean_110",45.2,45.2317086918478,0.0828477207830774,45.0680854181265,45.2313102669227,45.3909757858507,TRUE,12,"informative_wrong"
"recruit_sd.log_recruit_sd",3.5,3.7154172716533,0.0297571970832074,3.65671118913232,3.71634009109054,3.7719411151189,FALSE,12,"informative_wrong"
"lambda",1.0294523184952,1.0217829340764,0.00133648084001824,1.01899607943845,1.02184051567498,1.02435923787748,FALSE,12,"informative_wrong"
