"data_id","truth_name","replicate","borrowing","bias_multiplier","robust_weight","positive_definite","failed"
19,"baseline",7,"robust",0.25,0.982069083850668,TRUE,FALSE
19,"baseline",7,"full",0.75,NA,TRUE,FALSE
19,"baseline",7,"robust",0,0.66016385128465,TRUE,FALSE
19,"baseline",7,"full",0,NA,TRUE,FALSE
19,"baseline",7,"full",0.5,NA,TRUE,FALSE
19,"baseline",7,"full",0.25,NA,TRUE,FALSE
19,"baseline",7,"robust",0.75,0.696950565334929,TRUE,FALSE
19,"baseline",7,"robust",1.5,0.887540294618033,TRUE,FALSE
19,"baseline",7,"none",NA,NA,TRUE,FALSE
19,"baseline",7,"robust",1,0.763942978510781,TRUE,FALSE
19,"baseline",7,"full",1,NA,TRUE,FALSE
19,"baseline",7,"full",1.5,NA,TRUE,FALSE
20,"low_survival",7,"robust",0,0.0251334925488273,TRUE,FALSE
20,"low_survival",7,"none",NA,NA,TRUE,FALSE
20,"low_survival",7,"full",0.25,NA,TRUE,FALSE
20,"low_survival",7,"full",1,NA,TRUE,FALSE
20,"low_survival",7,"robust",1.5,0.986253902981763,TRUE,FALSE
20,"low_survival",7,"full",0,NA,TRUE,FALSE
20,"low_survival",7,"robust",1,0.705738428464015,TRUE,FALSE
20,"low_survival",7,"robust",0.25,0.902882067086077,TRUE,FALSE
20,"low_survival",7,"robust",0.75,0.977078251006534,TRUE,FALSE
20,"low_survival",7,"full",1.5,NA,TRUE,FALSE
20,"low_survival",7,"robust",0.5,0.89102400832553,TRUE,FALSE
20,"low_survival",7,"full",0.5,NA,TRUE,FALSE
20,"low_survival",7,"full",0.75,NA,TRUE,FALSE
21,"flatter_fecundity",7,"full",0.5,NA,TRUE,FALSE
21,"flatter_fecundity",7,"full",0.75,NA,TRUE,FALSE
21,"flatter_fecundity",7,"robust",0.5,0.823853785799102,TRUE,FALSE
21,"flatter_fecundity",7,"full",0,NA,TRUE,FALSE
21,"flatter_fecundity",7,"robust",0.25,0.964578347813165,TRUE,FALSE
21,"flatter_fecundity",7,"robust",0.75,0.707728769124008,TRUE,FALSE
21,"flatter_fecundity",7,"robust",0,0.987716448739573,TRUE,FALSE
21,"flatter_fecundity",7,"full",1.5,NA,TRUE,FALSE
21,"flatter_fecundity",7,"none",NA,NA,TRUE,FALSE
21,"flatter_fecundity",7,"full",0.25,NA,TRUE,FALSE
21,"flatter_fecundity",7,"full",1,NA,TRUE,FALSE
21,"flatter_fecundity",7,"robust",1.5,3.46801934117271e-11,TRUE,FALSE
21,"flatter_fecundity",7,"robust",1,0.0515538401593187,TRUE,FALSE
22,"baseline",8,"full",0,NA,TRUE,FALSE
22,"baseline",8,"full",0.25,NA,TRUE,FALSE
22,"baseline",8,"robust",0,0.820437611497945,TRUE,FALSE
22,"baseline",8,"robust",1.5,0.997487543720532,TRUE,FALSE
22,"baseline",8,"none",NA,NA,TRUE,FALSE
22,"baseline",8,"robust",0.25,0.836178315435755,TRUE,FALSE
22,"baseline",8,"full",1,NA,TRUE,FALSE
22,"baseline",8,"full",0.75,NA,TRUE,FALSE
22,"baseline",8,"full",1.5,NA,TRUE,FALSE
22,"baseline",8,"robust",1,0.995223284829643,TRUE,FALSE
22,"baseline",8,"full",0.5,NA,TRUE,FALSE
22,"baseline",8,"robust",0.75,0.894459233467898,TRUE,FALSE
