"scenario","replicate","method","success","error","positive_definite","condition_number"
"parent_excitation_dense",47,"one_step_gamma_poisson",TRUE,"",TRUE,2359.83423471071
"parent_excitation_dense",47,"one_step_finite_population_overdispersed",TRUE,"",TRUE,15446.4257214025
"parent_excitation_sparse",48,"one_step_gamma_poisson",TRUE,"",TRUE,3818.7360079277
"parent_excitation_sparse",48,"one_step_finite_population_overdispersed",TRUE,"",TRUE,9191.93906015517
"parent_excitation_dense",48,"one_step_gamma_poisson",TRUE,"",TRUE,19700.5792059131
"parent_excitation_dense",48,"one_step_finite_population_overdispersed",TRUE,"",TRUE,14594.797188471
"parent_excitation_sparse",49,"one_step_gamma_poisson",TRUE,"",TRUE,4743.52251751052
"parent_excitation_sparse",49,"one_step_finite_population_overdispersed",TRUE,"",TRUE,7033.52199809773
"parent_excitation_dense",49,"one_step_gamma_poisson",TRUE,"",TRUE,11928.6341367192
"parent_excitation_dense",49,"one_step_finite_population_overdispersed",TRUE,"",TRUE,25213.296111832
"parent_excitation_sparse",50,"one_step_gamma_poisson",TRUE,"",TRUE,15571.7263265436
"parent_excitation_sparse",50,"one_step_finite_population_overdispersed",TRUE,"",TRUE,4452.51911161922
"parent_excitation_dense",50,"one_step_gamma_poisson",TRUE,"",TRUE,50827.3383399064
"parent_excitation_dense",50,"one_step_finite_population_overdispersed",TRUE,"",TRUE,21681.605433689
"parent_excitation_sparse",51,"one_step_gamma_poisson",TRUE,"",TRUE,2964.38417199365
"parent_excitation_sparse",51,"one_step_finite_population_overdispersed",TRUE,"",TRUE,8884.19274113192
"parent_excitation_dense",51,"one_step_gamma_poisson",TRUE,"",TRUE,3866.94972082455
"parent_excitation_dense",51,"one_step_finite_population_overdispersed",TRUE,"",TRUE,23719.4948369363
"parent_excitation_sparse",52,"one_step_gamma_poisson",TRUE,"",TRUE,3165.92326507176
"parent_excitation_sparse",52,"one_step_finite_population_overdispersed",TRUE,"",TRUE,9141.02349783441
"parent_excitation_dense",52,"one_step_gamma_poisson",TRUE,"",TRUE,14887.0128159499
"parent_excitation_dense",52,"one_step_finite_population_overdispersed",TRUE,"",TRUE,18106.4342864997
"parent_excitation_sparse",53,"one_step_gamma_poisson",TRUE,"",TRUE,28700.2885186921
"parent_excitation_sparse",53,"one_step_finite_population_overdispersed",TRUE,"",TRUE,6978.05853637076
"parent_excitation_dense",53,"one_step_gamma_poisson",TRUE,"",TRUE,110746.89999618
"parent_excitation_dense",53,"one_step_finite_population_overdispersed",TRUE,"",TRUE,24654.936130142
"parent_excitation_sparse",54,"one_step_gamma_poisson",TRUE,"",TRUE,15001.4019979971
"parent_excitation_sparse",54,"one_step_finite_population_overdispersed",TRUE,"",TRUE,8600.64801071163
"parent_excitation_dense",54,"one_step_gamma_poisson",TRUE,"",TRUE,137372.684827708
"parent_excitation_dense",54,"one_step_finite_population_overdispersed",TRUE,"",TRUE,26019.5466325903
"parent_excitation_sparse",55,"one_step_gamma_poisson",TRUE,"",TRUE,5076.65363430192
"parent_excitation_sparse",55,"one_step_finite_population_overdispersed",TRUE,"",TRUE,8328.67538468732
"parent_excitation_dense",55,"one_step_gamma_poisson",TRUE,"",TRUE,146728.16831172
"parent_excitation_dense",55,"one_step_finite_population_overdispersed",TRUE,"",TRUE,27845.6549999796
"parent_excitation_sparse",56,"one_step_gamma_poisson",TRUE,"",TRUE,14427.537918403
"parent_excitation_sparse",56,"one_step_finite_population_overdispersed",TRUE,"",TRUE,8999.19281763123
"parent_excitation_dense",56,"one_step_gamma_poisson",TRUE,"",TRUE,39768.3679245345
"parent_excitation_dense",56,"one_step_finite_population_overdispersed",TRUE,"",TRUE,27631.5108427624
"parent_excitation_sparse",57,"one_step_gamma_poisson",TRUE,"",TRUE,1716.14253563035
"parent_excitation_sparse",57,"one_step_finite_population_overdispersed",TRUE,"",TRUE,7806.62603466715
"parent_excitation_dense",57,"one_step_gamma_poisson",TRUE,"",TRUE,8163.74073958143
"parent_excitation_dense",57,"one_step_finite_population_overdispersed",TRUE,"",TRUE,12864.1196108248
"parent_excitation_sparse",58,"one_step_gamma_poisson",TRUE,"",TRUE,16546.5980677649
"parent_excitation_sparse",58,"one_step_finite_population_overdispersed",TRUE,"",TRUE,8098.18031188734
"parent_excitation_dense",58,"one_step_gamma_poisson",TRUE,"",TRUE,13603.3873699728
"parent_excitation_dense",58,"one_step_finite_population_overdispersed",TRUE,"",TRUE,26008.5571077179
"parent_excitation_sparse",59,"one_step_gamma_poisson",TRUE,"",TRUE,28921.1481103608
"parent_excitation_sparse",59,"one_step_finite_population_overdispersed",TRUE,"",TRUE,10704.1265044571
"parent_excitation_dense",59,"one_step_gamma_poisson",TRUE,"",TRUE,4230.99936800688
"parent_excitation_dense",59,"one_step_finite_population_overdispersed",TRUE,"",TRUE,27173.8800905638
"parent_excitation_sparse",60,"one_step_gamma_poisson",TRUE,"",TRUE,1061.30519733378
"parent_excitation_sparse",60,"one_step_finite_population_overdispersed",TRUE,"",TRUE,7549.87121396495
"parent_excitation_dense",60,"one_step_gamma_poisson",TRUE,"",TRUE,70700.4508320974
"parent_excitation_dense",60,"one_step_finite_population_overdispersed",TRUE,"",TRUE,25385.748831732
"parent_excitation_sparse",61,"one_step_gamma_poisson",TRUE,"",TRUE,1904.48501057282
"parent_excitation_sparse",61,"one_step_finite_population_overdispersed",TRUE,"",TRUE,9990.64753699131
"parent_excitation_dense",61,"one_step_gamma_poisson",TRUE,"",TRUE,19942.2597164827
"parent_excitation_dense",61,"one_step_finite_population_overdispersed",TRUE,"",TRUE,19856.9218631563
"parent_excitation_sparse",62,"one_step_gamma_poisson",TRUE,"",TRUE,21773.0839244469
"parent_excitation_sparse",62,"one_step_finite_population_overdispersed",TRUE,"",TRUE,9959.13907208555
"parent_excitation_dense",62,"one_step_gamma_poisson",TRUE,"",TRUE,62330.4083419121
"parent_excitation_dense",62,"one_step_finite_population_overdispersed",TRUE,"",TRUE,22683.8080122005
"parent_excitation_sparse",63,"one_step_gamma_poisson",TRUE,"",TRUE,2694.72639116976
"parent_excitation_sparse",63,"one_step_finite_population_overdispersed",TRUE,"",TRUE,5713.34037647898
"parent_excitation_dense",63,"one_step_gamma_poisson",TRUE,"",TRUE,14724.0781153806
"parent_excitation_dense",63,"one_step_finite_population_overdispersed",TRUE,"",TRUE,21677.8077487013
"parent_excitation_sparse",64,"one_step_gamma_poisson",TRUE,"",TRUE,26073.8222571167
"parent_excitation_sparse",64,"one_step_finite_population_overdispersed",TRUE,"",TRUE,6905.17941209453
"parent_excitation_dense",64,"one_step_gamma_poisson",TRUE,"",TRUE,87587.5642155158
"parent_excitation_dense",64,"one_step_finite_population_overdispersed",TRUE,"",TRUE,17306.8901110943
"parent_excitation_sparse",65,"one_step_gamma_poisson",TRUE,"",TRUE,5800.6557486353
"parent_excitation_sparse",65,"one_step_finite_population_overdispersed",TRUE,"",TRUE,5168.94083794733
"parent_excitation_dense",65,"one_step_gamma_poisson",TRUE,"",TRUE,11980.5864486733
"parent_excitation_dense",65,"one_step_finite_population_overdispersed",TRUE,"",TRUE,24787.1436651745
