"scenario_id","design","populations","transitions","initial_n","profile_detection","initial_profile","replicate","process_model","failed","error","process_model","convergence","positive_definite","condition_number","laplace_draws","parameter_coverage","derived_coverage","parameter_mean_abs_z","derived_mean_abs_z"
143,"three_by_four",3,4,2500,1,"cohort_pulse",6,"poisson",FALSE,NA,"poisson",0,FALSE,14532.4395184089,500,1,1,0.327733901930989,0.401415871389517
143,"three_by_four",3,4,2500,1,"cohort_pulse",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,9088.17163068622,500,0.7,0.866666666666667,1.62966253268171,1.34601021658663
144,"six_by_two",6,2,2500,1,"cohort_pulse",6,"poisson",FALSE,NA,"poisson",0,TRUE,6523.50797329985,500,0.6,0.733333333333333,1.65264941001746,1.2677217405692
144,"six_by_two",6,2,2500,1,"cohort_pulse",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,13532.3672897631,500,0.6,0.733333333333333,1.57363016181386,1.22469875643286
145,"one_by_twelve",1,12,500,0.25,"baseline",7,"poisson",FALSE,NA,"poisson",0,TRUE,4584.97414406104,500,0.7,0.666666666666667,2.76104991615352,2.35242085005033
145,"one_by_twelve",1,12,500,0.25,"baseline",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,7452.002570984,500,0.8,0.666666666666667,2.53644209574863,2.18285216100042
146,"three_by_four",3,4,500,0.25,"baseline",7,"poisson",FALSE,NA,"poisson",0,FALSE,309245.893081608,500,0.8,0.8,0.911480538237701,21.9573959115549
146,"three_by_four",3,4,500,0.25,"baseline",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,269441.567140866,500,0.7,0.666666666666667,1.80694926681612,9.1304689235085
147,"six_by_two",6,2,500,0.25,"baseline",7,"poisson",FALSE,NA,"poisson",0,TRUE,1189.35339070381,500,0.6,0.6,2.92338868588454,2.1539083282964
147,"six_by_two",6,2,500,0.25,"baseline",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1026.35039292757,500,0.6,0.666666666666667,2.40284715161755,1.75033763677102
148,"one_by_twelve",1,12,2500,0.25,"baseline",7,"poisson",FALSE,NA,"poisson",0,TRUE,19271.8535931335,500,0.9,0.866666666666667,1.16753635527294,1.81761587417516
148,"one_by_twelve",1,12,2500,0.25,"baseline",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,40538.5915625089,500,0.9,0.866666666666667,1.0937583639673,1.66644423383788
149,"three_by_four",3,4,2500,0.25,"baseline",7,"poisson",FALSE,NA,"poisson",0,TRUE,5508.654550729,500,0.7,0.733333333333333,1.22573189030733,1.27537284423659
149,"three_by_four",3,4,2500,0.25,"baseline",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,5227.40591354234,500,0.7,0.733333333333333,1.25671891384931,1.25718037892078
150,"six_by_two",6,2,2500,0.25,"baseline",7,"poisson",FALSE,NA,"poisson",0,TRUE,2281.86342636926,500,0.8,0.8,1.94292889699227,1.52215843180449
150,"six_by_two",6,2,2500,0.25,"baseline",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1968.73975916305,500,0.8,0.8,1.70363190251987,1.35704473910865
151,"one_by_twelve",1,12,500,1,"baseline",7,"poisson",FALSE,NA,"poisson",0,TRUE,13888.4178454474,500,0.9,0.8,1.17274331163555,1.41061082398199
151,"one_by_twelve",1,12,500,1,"baseline",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,11446.5636724871,500,0.9,0.8,1.03420702152885,1.19428510796191
152,"three_by_four",3,4,500,1,"baseline",7,"poisson",FALSE,NA,"poisson",0,TRUE,16911.5030861318,500,0.5,0.466666666666667,2.94116784879892,5.07460683415105
152,"three_by_four",3,4,500,1,"baseline",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,14417.9055424964,500,0.5,0.533333333333333,2.38216787128064,3.7014102586452
153,"six_by_two",6,2,500,1,"baseline",7,"poisson",FALSE,NA,"poisson",0,TRUE,5080.9859443988,500,1,1,0.975960396882293,1.1368845622636
153,"six_by_two",6,2,500,1,"baseline",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4716.16779652028,500,1,1,0.924045644981515,1.03676312611876
154,"one_by_twelve",1,12,2500,1,"baseline",7,"poisson",FALSE,NA,"poisson",0,TRUE,22006.1051342013,500,0.7,0.666666666666667,1.9780037014843,2.66927465195779
154,"one_by_twelve",1,12,2500,1,"baseline",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,47541.4375621284,500,0.8,0.666666666666667,1.88846347839879,2.49548696015269
155,"three_by_four",3,4,2500,1,"baseline",7,"poisson",FALSE,NA,"poisson",0,TRUE,4325.43104867293,500,0.8,0.866666666666667,1.24642504035627,1.50877146229275
155,"three_by_four",3,4,2500,1,"baseline",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3873.5329493132,500,0.8,0.933333333333333,0.823065747300512,1.04099427533326
156,"six_by_two",6,2,2500,1,"baseline",7,"poisson",FALSE,NA,"poisson",0,TRUE,18449.8059746021,500,1,1,0.720724985849792,0.595895819985847
156,"six_by_two",6,2,2500,1,"baseline",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,17628.3941479996,500,1,1,0.643867071631182,0.551298330150572
157,"one_by_twelve",1,12,500,0.25,"cohort_pulse",7,"poisson",FALSE,NA,"poisson",0,TRUE,18594.3304321817,500,1,0.866666666666667,0.617592255092452,1.03149857642391
157,"one_by_twelve",1,12,500,0.25,"cohort_pulse",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,17955.8949111828,500,1,0.866666666666667,0.598724197801228,0.98025253006964
158,"three_by_four",3,4,500,0.25,"cohort_pulse",7,"poisson",FALSE,NA,"poisson",0,TRUE,976.912060919238,500,0.8,0.733333333333333,1.13916884307231,1.07768707796898
158,"three_by_four",3,4,500,0.25,"cohort_pulse",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1554.46300838875,500,0.6,0.6,1.29977052958736,1.23299792026952
159,"six_by_two",6,2,500,0.25,"cohort_pulse",7,"poisson",FALSE,NA,"poisson",0,TRUE,564.11686925368,500,0.7,0.733333333333333,1.52458482301833,1.25391947317648
159,"six_by_two",6,2,500,0.25,"cohort_pulse",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1547.82811611513,500,0.7,0.733333333333333,1.5030108738061,1.22009473492408
160,"one_by_twelve",1,12,2500,0.25,"cohort_pulse",7,"poisson",FALSE,NA,"poisson",0,TRUE,14943.3110328454,500,1,0.866666666666667,0.622007705892849,1.4397141606301
160,"one_by_twelve",1,12,2500,0.25,"cohort_pulse",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,13869.8546911789,500,1,0.866666666666667,0.589023031818229,1.37215302918787
161,"three_by_four",3,4,2500,0.25,"cohort_pulse",7,"poisson",FALSE,NA,"poisson",0,TRUE,2009.14918437103,500,0.9,0.866666666666667,0.671254931953164,0.950606700319544
161,"three_by_four",3,4,2500,0.25,"cohort_pulse",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4627.35226312951,500,1,0.933333333333333,0.686206534268861,0.949550808041216
162,"six_by_two",6,2,2500,0.25,"cohort_pulse",7,"poisson",FALSE,NA,"poisson",0,TRUE,2074.7744111139,500,0.7,0.733333333333333,1.3316399237596,1.2267520639532
162,"six_by_two",6,2,2500,0.25,"cohort_pulse",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,2010.55696953051,500,0.7,0.733333333333333,1.20428255275223,1.13332806849561
163,"one_by_twelve",1,12,500,1,"cohort_pulse",7,"poisson",FALSE,NA,"poisson",0,TRUE,1310.47023894482,500,0.6,0.666666666666667,2.224648700359,2.54343637566789
163,"one_by_twelve",1,12,500,1,"cohort_pulse",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,6355.77987930398,500,0.6,0.6,2.13068255446458,2.39549917589335
164,"three_by_four",3,4,500,1,"cohort_pulse",7,"poisson",FALSE,NA,"poisson",0,TRUE,1224.65262102771,500,0.9,0.933333333333333,0.910450242566664,1.05554039776822
164,"three_by_four",3,4,500,1,"cohort_pulse",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3061.57829815259,500,0.9,0.933333333333333,0.905405911566592,1.05195808788702
165,"six_by_two",6,2,500,1,"cohort_pulse",7,"poisson",FALSE,NA,"poisson",0,TRUE,4420.02101891468,500,0.9,0.933333333333333,1.14849770492177,0.928504217183803
165,"six_by_two",6,2,500,1,"cohort_pulse",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3962.05802282342,500,0.9,0.933333333333333,1.08155522564838,0.888062021134479
166,"one_by_twelve",1,12,2500,1,"cohort_pulse",7,"poisson",FALSE,NA,"poisson",0,TRUE,11494.8310475883,500,0.8,0.866666666666667,1.30995227063547,1.42637512127536
166,"one_by_twelve",1,12,2500,1,"cohort_pulse",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,9516.00763081824,500,0.9,0.933333333333333,1.12129427826422,1.23881936019775
167,"three_by_four",3,4,2500,1,"cohort_pulse",7,"poisson",FALSE,NA,"poisson",0,TRUE,3274.36797960785,500,0.8,0.733333333333333,0.946560796312623,1.24443989906938
167,"three_by_four",3,4,2500,1,"cohort_pulse",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3251.25902627114,500,0.8,0.733333333333333,0.890865376203403,1.12446903685812
168,"six_by_two",6,2,2500,1,"cohort_pulse",7,"poisson",FALSE,NA,"poisson",0,TRUE,8592.13420202093,500,0.8,0.933333333333333,1.09972453166291,1.04056219247705
168,"six_by_two",6,2,2500,1,"cohort_pulse",7,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,12994.7711851981,500,0.9,0.933333333333333,1.0239951741255,0.985343777191566
169,"one_by_twelve",1,12,500,0.25,"baseline",8,"poisson",FALSE,NA,"poisson",0,TRUE,8609.58254819722,500,0.8,0.866666666666667,1.24770240092938,0.938759238796302
169,"one_by_twelve",1,12,500,0.25,"baseline",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,7609.56275759093,500,0.8,0.866666666666667,1.16842017125604,0.879809165829066
170,"three_by_four",3,4,500,0.25,"baseline",8,"poisson",FALSE,NA,"poisson",0,TRUE,10436.011988911,500,1,1,0.554745982313388,0.460529412490863
170,"three_by_four",3,4,500,0.25,"baseline",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,9160.17328162632,500,1,1,0.497091912701333,0.408246907297285
171,"six_by_two",6,2,500,0.25,"baseline",8,"poisson",FALSE,NA,"poisson",0,TRUE,2972.81214857009,500,0.9,0.8,1.1328109202001,1.24551303522831
171,"six_by_two",6,2,500,0.25,"baseline",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,2445.25700951294,500,0.9,0.733333333333333,1.07039135460737,1.21989520543417
172,"one_by_twelve",1,12,2500,0.25,"baseline",8,"poisson",FALSE,NA,"poisson",0,TRUE,19820.1205789585,500,0.7,0.466666666666667,1.53617920433222,2.49343061272268
172,"one_by_twelve",1,12,2500,0.25,"baseline",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,19117.7318128029,500,0.8,0.533333333333333,1.48446395449848,2.39717610291513
173,"three_by_four",3,4,2500,0.25,"baseline",8,"poisson",FALSE,NA,"poisson",0,TRUE,2870.70954901755,500,0.7,0.733333333333333,1.41154406293258,1.33313616694723
173,"three_by_four",3,4,2500,0.25,"baseline",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,9306.24551022319,500,0.7,0.8,1.38140187335216,1.27057617805918
174,"six_by_two",6,2,2500,0.25,"baseline",8,"poisson",FALSE,NA,"poisson",0,TRUE,3652.59473429964,500,0.6,0.666666666666667,1.78773590801186,1.50677373404071
174,"six_by_two",6,2,2500,0.25,"baseline",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3061.77948229293,500,0.6,0.8,1.52355913526729,1.36970616219236
175,"one_by_twelve",1,12,500,1,"baseline",8,"poisson",FALSE,NA,"poisson",0,TRUE,20773.8837114951,500,0.9,0.8,1.22828899313838,1.55793273663251
175,"one_by_twelve",1,12,500,1,"baseline",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,53806.2526210539,500,0.9,0.8,1.17495360649308,1.47384257332086
176,"three_by_four",3,4,500,1,"baseline",8,"poisson",FALSE,NA,"poisson",0,TRUE,61168.0961201344,500,0.6,0.6,2.59693683919277,12.5592973172572
176,"three_by_four",3,4,500,1,"baseline",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,14084.4094504922,500,0.9,1,0.836349388599083,0.559654587377376
177,"six_by_two",6,2,500,1,"baseline",8,"poisson",FALSE,NA,"poisson",0,TRUE,6790.11681880149,500,1,0.933333333333333,0.690065446887383,0.841518724682115
177,"six_by_two",6,2,500,1,"baseline",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,5185.47828342815,500,1,0.933333333333333,0.525672119370162,0.633675981685527
178,"one_by_twelve",1,12,2500,1,"baseline",8,"poisson",FALSE,NA,"poisson",0,TRUE,25966.269598859,500,0.8,0.866666666666667,1.31343879516261,1.29095108172793
178,"one_by_twelve",1,12,2500,1,"baseline",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,22058.0352494564,500,0.8,0.933333333333333,1.15376795246414,1.10798733074587
179,"three_by_four",3,4,2500,1,"baseline",8,"poisson",FALSE,NA,"poisson",0,TRUE,6525.01409050236,500,0.6,0.533333333333333,1.7846023079578,1.73925772943496
179,"three_by_four",3,4,2500,1,"baseline",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,5895.38481487228,500,0.8,0.733333333333333,1.47577940232868,1.44429979314284
180,"six_by_two",6,2,2500,1,"baseline",8,"poisson",FALSE,NA,"poisson",0,TRUE,11673.9307445352,500,1,0.933333333333333,0.470763069585898,0.653847480137794
180,"six_by_two",6,2,2500,1,"baseline",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,25780.343211702,500,1,0.933333333333333,0.450361758546481,0.638514889276217
181,"one_by_twelve",1,12,500,0.25,"cohort_pulse",8,"poisson",FALSE,NA,"poisson",0,TRUE,3862.07766128216,500,0.6,0.6,1.46840994528935,2.37157176953444
181,"one_by_twelve",1,12,500,0.25,"cohort_pulse",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3940.54473951843,500,0.6,0.6,1.45226317851311,2.42898182170922
182,"three_by_four",3,4,500,0.25,"cohort_pulse",8,"poisson",FALSE,NA,"poisson",0,TRUE,412.080243516624,500,0.6,0.533333333333333,1.97265736768198,1.84490762263935
182,"three_by_four",3,4,500,0.25,"cohort_pulse",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,392.677381552217,500,0.6,0.6,1.82704282839394,1.60975687295571
183,"six_by_two",6,2,500,0.25,"cohort_pulse",8,"poisson",FALSE,NA,"poisson",0,TRUE,918.936694822395,500,0.9,0.933333333333333,0.850816030581202,0.769673313245141
183,"six_by_two",6,2,500,0.25,"cohort_pulse",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1783.69487791587,500,0.9,0.933333333333333,0.90889509959068,0.807901185313738
184,"one_by_twelve",1,12,2500,0.25,"cohort_pulse",8,"poisson",FALSE,NA,"poisson",0,TRUE,15368.5444606677,500,0.8,0.8,1.08204007234122,1.45334278860439
184,"one_by_twelve",1,12,2500,0.25,"cohort_pulse",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,33280.4933684352,500,0.8,0.8,1.04184454349514,1.42031196732003
185,"three_by_four",3,4,2500,0.25,"cohort_pulse",8,"poisson",FALSE,NA,"poisson",0,TRUE,923.97267390031,500,0.6,0.666666666666667,2.43562907720401,2.20331744762013
185,"three_by_four",3,4,2500,0.25,"cohort_pulse",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,2484.90837118589,500,0.6,0.666666666666667,2.10950800858502,1.93220995339617
186,"six_by_two",6,2,2500,0.25,"cohort_pulse",8,"poisson",FALSE,NA,"poisson",0,TRUE,1185.58735336921,500,0.7,0.866666666666667,1.58762989311732,1.32449306867918
186,"six_by_two",6,2,2500,0.25,"cohort_pulse",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1491.84423111428,500,0.8,0.866666666666667,1.39670156461854,1.15135310836462
187,"one_by_twelve",1,12,500,1,"cohort_pulse",8,"poisson",FALSE,NA,"poisson",0,TRUE,5383.80542895747,500,0.8,0.733333333333333,1.21983714653444,2.02127394338477
187,"one_by_twelve",1,12,500,1,"cohort_pulse",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4744.42739999444,500,0.8,0.733333333333333,1.08602842140395,1.88709581402165
188,"three_by_four",3,4,500,1,"cohort_pulse",8,"poisson",FALSE,NA,"poisson",0,TRUE,1693.01055183316,500,0.5,0.6,2.10743551692452,1.75803474803055
188,"three_by_four",3,4,500,1,"cohort_pulse",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1797.4239589164,500,0.5,0.666666666666667,1.80034016257829,1.57014570819692
189,"six_by_two",6,2,500,1,"cohort_pulse",8,"poisson",FALSE,NA,"poisson",0,TRUE,2361.94636188794,500,1,1,0.954264608684336,0.995486444277512
189,"six_by_two",6,2,500,1,"cohort_pulse",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4149.71656493106,500,1,1,0.922496385844027,0.973323518516316
190,"one_by_twelve",1,12,2500,1,"cohort_pulse",8,"poisson",FALSE,NA,"poisson",0,TRUE,9316.58529132362,500,0.8,0.8,1.27743300121173,2.03222591869762
190,"one_by_twelve",1,12,2500,1,"cohort_pulse",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,6753.93636748829,500,0.9,0.733333333333333,1.17997799710925,1.84683770809826
191,"three_by_four",3,4,2500,1,"cohort_pulse",8,"poisson",FALSE,NA,"poisson",0,TRUE,3752.94450429463,500,0.9,0.933333333333333,1.26495569588784,1.05451044790244
191,"three_by_four",3,4,2500,1,"cohort_pulse",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3498.21801777943,500,0.8,0.866666666666667,1.18279278890144,0.981462224804376
192,"six_by_two",6,2,2500,1,"cohort_pulse",8,"poisson",FALSE,NA,"poisson",0,TRUE,9739.50037466763,500,0.8,0.733333333333333,1.50814902850824,1.62854532395948
192,"six_by_two",6,2,2500,1,"cohort_pulse",8,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,8792.51876933777,500,0.8,0.8,1.4182505337989,1.51347403491735
193,"one_by_twelve",1,12,500,0.25,"baseline",9,"poisson",FALSE,NA,"poisson",0,TRUE,7880.57617320426,500,0.7,0.6,1.99064672943995,2.29769286027869
193,"one_by_twelve",1,12,500,0.25,"baseline",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,12590.1639364969,500,0.7,0.6,2.00911155292986,2.33908995548956
194,"three_by_four",3,4,500,0.25,"baseline",9,"poisson",FALSE,NA,"poisson",0,TRUE,6630.72105147971,500,1,0.933333333333333,0.708029558932896,0.860428259203337
194,"three_by_four",3,4,500,0.25,"baseline",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,6272.37978490908,500,1,0.933333333333333,0.664178948134284,0.814479016475589
195,"six_by_two",6,2,500,0.25,"baseline",9,"poisson",FALSE,NA,"poisson",0,TRUE,1514.48616966984,500,0.5,0.6,2.47225346947681,1.93753663473633
195,"six_by_two",6,2,500,0.25,"baseline",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,342.649631233443,500,0.3,0.4,2.92413576224187,3.00174099880025
196,"one_by_twelve",1,12,2500,0.25,"baseline",9,"poisson",FALSE,NA,"poisson",0,TRUE,34911.2892847154,500,0.8,0.8,1.48904761856607,1.62095382272736
196,"one_by_twelve",1,12,2500,0.25,"baseline",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,37231.5252584677,500,0.7,0.733333333333333,1.38098578423332,1.54382712424412
197,"three_by_four",3,4,2500,0.25,"baseline",9,"poisson",FALSE,NA,"poisson",0,TRUE,5971.55302244016,500,0.8,0.866666666666667,1.33779564707125,1.12969213686534
197,"three_by_four",3,4,2500,0.25,"baseline",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,10387.7875411651,500,0.8,0.866666666666667,1.15841051821032,1.02079680989568
198,"six_by_two",6,2,2500,0.25,"baseline",9,"poisson",FALSE,NA,"poisson",0,TRUE,1974.92901679352,500,0.6,0.6,2.42590477737273,2.14571630565154
198,"six_by_two",6,2,2500,0.25,"baseline",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1413.21303299858,500,0.6,0.466666666666667,2.61994117938321,2.28269043505514
199,"one_by_twelve",1,12,500,1,"baseline",9,"poisson",FALSE,NA,"poisson",0,TRUE,13978.2019318258,500,0.4,0.4,7.08308892798886,6.39839439906181
199,"one_by_twelve",1,12,500,1,"baseline",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,6649.23277046928,500,0.7,0.6,1.32464022454266,1.74496229167924
200,"three_by_four",3,4,500,1,"baseline",9,"poisson",FALSE,NA,"poisson",0,TRUE,18840.319499794,500,0.6,0.666666666666667,2.8299946038977,5.05914538648225
200,"three_by_four",3,4,500,1,"baseline",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,15878.9099748063,500,0.5,0.6,3.33244259051634,5.16408728265962
201,"six_by_two",6,2,500,1,"baseline",9,"poisson",FALSE,NA,"poisson",0,TRUE,26259.6369353376,500,0.8,0.8,0.905645935284583,1.16767342934445
201,"six_by_two",6,2,500,1,"baseline",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,13642.2957722899,500,1,1,0.567285320695227,0.705797423345368
202,"one_by_twelve",1,12,2500,1,"baseline",9,"poisson",FALSE,NA,"poisson",0,TRUE,16761.8835582984,500,0.6,0.533333333333333,1.67735406867898,1.98892988203745
202,"one_by_twelve",1,12,2500,1,"baseline",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,14631.1066751598,500,0.7,0.6,1.61944836209952,1.84720625207923
203,"three_by_four",3,4,2500,1,"baseline",9,"poisson",FALSE,NA,"poisson",0,TRUE,5535.59803752796,500,0.8,0.6,1.27810225095175,1.78001869847572
203,"three_by_four",3,4,2500,1,"baseline",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4662.54267741856,500,0.8,0.666666666666667,1.13626119575664,1.49086578066387
204,"six_by_two",6,2,2500,1,"baseline",9,"poisson",FALSE,NA,"poisson",0,TRUE,10741.9573089223,500,0.8,0.866666666666667,1.32396210779533,1.26633546023381
204,"six_by_two",6,2,2500,1,"baseline",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,8243.01882827454,500,0.9,0.933333333333333,0.902156148028881,0.882920388423317
205,"one_by_twelve",1,12,500,0.25,"cohort_pulse",9,"poisson",FALSE,NA,"poisson",0,TRUE,24142.8041459047,500,0.8,0.6,1.40977764863162,2.00052025353809
205,"one_by_twelve",1,12,500,0.25,"cohort_pulse",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,17341.278567454,500,0.8,0.666666666666667,1.21524875782705,1.6993648380378
206,"three_by_four",3,4,500,0.25,"cohort_pulse",9,"poisson",FALSE,NA,"poisson",0,TRUE,339.536266108806,500,0.7,0.8,2.22474019526035,1.53291207228387
206,"three_by_four",3,4,500,0.25,"cohort_pulse",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1764.76839988798,500,0.8,0.866666666666667,2.07854398891203,1.42553225655978
207,"six_by_two",6,2,500,0.25,"cohort_pulse",9,"poisson",FALSE,NA,"poisson",0,TRUE,608.70777969479,500,0.7,0.8,1.26740207929035,1.21045695832277
207,"six_by_two",6,2,500,0.25,"cohort_pulse",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1126.77360689095,500,0.9,0.866666666666667,1.22392590873829,1.17887648561058
208,"one_by_twelve",1,12,2500,0.25,"cohort_pulse",9,"poisson",FALSE,NA,"poisson",0,TRUE,2402.69811718975,500,0.5,0.4,2.91187271211201,2.27129927115957
208,"one_by_twelve",1,12,2500,0.25,"cohort_pulse",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,12711.352414571,500,0.4,0.4,2.81930174007713,2.23545950819367
209,"three_by_four",3,4,2500,0.25,"cohort_pulse",9,"poisson",FALSE,NA,"poisson",0,TRUE,4347.45950989804,500,0.9,0.866666666666667,1.07264118438129,1.08714411196652
209,"three_by_four",3,4,2500,0.25,"cohort_pulse",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3834.01336526245,500,0.9,0.866666666666667,0.842724526271337,0.865385162300551
210,"six_by_two",6,2,2500,0.25,"cohort_pulse",9,"poisson",FALSE,NA,"poisson",0,TRUE,996.724234121579,500,0.3,0.466666666666667,2.38026230966202,2.01489075932048
210,"six_by_two",6,2,2500,0.25,"cohort_pulse",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,2359.28503767433,500,0.3,0.466666666666667,2.30782752126957,1.90731081032387
211,"one_by_twelve",1,12,500,1,"cohort_pulse",9,"poisson",FALSE,NA,"poisson",0,TRUE,11572.5650808258,500,0.6,0.6,1.91616485052011,2.26971441328388
211,"one_by_twelve",1,12,500,1,"cohort_pulse",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,8033.29454297405,500,0.6,0.6,1.6130713790785,1.88403137427538
212,"three_by_four",3,4,500,1,"cohort_pulse",9,"poisson",FALSE,NA,"poisson",0,TRUE,4543.97383986132,500,0.8,0.733333333333333,1.2963622778657,1.36282927986774
212,"three_by_four",3,4,500,1,"cohort_pulse",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4146.93905227699,500,0.9,0.866666666666667,1.20615828115203,1.28784887010934
213,"six_by_two",6,2,500,1,"cohort_pulse",9,"poisson",FALSE,NA,"poisson",0,TRUE,3439.7711496148,500,0.8,0.866666666666667,0.988677850352146,1.15202331713058
213,"six_by_two",6,2,500,1,"cohort_pulse",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4111.90848838281,500,0.8,0.866666666666667,0.978539667124579,1.13845665995524
214,"one_by_twelve",1,12,2500,1,"cohort_pulse",9,"poisson",FALSE,NA,"poisson",0,TRUE,15356.401109572,500,0.9,0.866666666666667,0.921326435356198,1.10482261614996
214,"one_by_twelve",1,12,2500,1,"cohort_pulse",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,12465.5638476347,500,0.9,0.866666666666667,0.74632215714321,0.94494748464083
215,"three_by_four",3,4,2500,1,"cohort_pulse",9,"poisson",FALSE,NA,"poisson",0,TRUE,4038.08568587479,500,1,1,0.5570512115861,0.625912437976852
215,"three_by_four",3,4,2500,1,"cohort_pulse",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,13851.7384686847,500,1,1,0.556977287705342,0.614077039813233
216,"six_by_two",6,2,2500,1,"cohort_pulse",9,"poisson",FALSE,NA,"poisson",0,TRUE,6634.39117557789,500,0.9,0.933333333333333,0.737928917694115,0.711365311454214
216,"six_by_two",6,2,2500,1,"cohort_pulse",9,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,8170.91604777431,500,0.9,0.933333333333333,0.626283194703065,0.630755482700774
217,"one_by_twelve",1,12,500,0.25,"baseline",10,"poisson",FALSE,NA,"poisson",0,TRUE,15845.1478770171,500,0.9,0.733333333333333,0.762177296506448,1.51989211623587
